259.530000,324.620000,258.240000,355.951000,257.168000,386.866000,256.170000,418.249000,220.759000,436.704000,237.011000,443.114000,253.438000,448.471000,270.346000,444.893000,285.596000,439.954000
336.578000,403.388000,337.949000,445.585000,339.169000,487.807000,340.303000,530.911000,297.347000,555.201000,318.090000,563.093000,339.660000,569.503000,361.713000,562.716000,381.545000,555.184000
337.020000,392.477000,338.530000,440.584000,340.033000,488.466000,341.402000,536.723000,296.689000,560.465000,318.960000,569.140000,341.810000,575.828000,364.903000,568.959000,385.528000,560.886000
338.126000,357.949000,338.686000,402.707000,339.297000,447.432000,339.902000,493.091000,294.078000,522.370000,317.269000,530.259000,340.046000,537.319000,363.574000,530.265000,385.272000,522.278000
309.870000,392.647000,309.290000,432.595000,308.706000,472.835000,308.297000,513.818000,260.326000,534.706000,283.023000,543.323000,305.887000,550.527000,329.178000,544.095000,350.507000,537.309000
322.330000,387.065000,322.451000,436.119000,322.731000,484.658000,323.370000,533.007000,271.667000,541.053000,295.944000,552.093000,321.180000,561.281000,346.197000,552.551000,368.500000,543.172000
324.419000,358.188000,327.660000,409.335000,330.586000,460.765000,333.301000,512.270000,284.243000,528.798000,307.731000,538.613000,332.450000,546.200000,356.784000,537.095000,378.365000,527.357000
310.648000,414.102000,309.783000,460.220000,308.688000,506.555000,307.699000,553.167000,265.032000,569.349000,286.010000,579.528000,308.425000,586.636000,331.831000,579.199000,353.062000,571.321000
312.000000,375.358000,312.020000,416.478000,312.078000,457.487000,312.203000,499.787000,266.963000,526.925000,289.342000,534.841000,311.911000,541.669000,335.470000,535.411000,356.977000,527.896000
346.112000,456.220000,346.559000,500.689000,346.755000,546.295000,347.090000,592.395000,299.743000,606.440000,322.056000,616.453000,345.826000,623.635000,370.273000,615.802000,392.653000,606.429000
379.740000,448.138000,377.825000,488.952000,375.904000,530.584000,374.095000,572.962000,322.672000,595.873000,345.760000,604.416000,369.688000,611.632000,393.948000,606.684000,416.439000,600.823000
270.826000,341.549000,271.126000,378.394000,271.542000,414.812000,271.919000,451.305000,235.522000,470.854000,252.864000,477.112000,270.478000,482.062000,287.957000,477.867000,303.900000,472.826000
330.682000,474.807000,331.833000,525.463000,333.181000,575.366000,334.702000,625.487000,291.470000,648.679000,315.663000,658.119000,341.041000,665.396000,366.787000,655.438000,390.417000,644.749000
326.265000,372.134000,324.907000,417.516000,323.607000,462.548000,322.195000,507.542000,277.269000,532.335000,300.035000,540.760000,322.986000,547.756000,346.283000,541.616000,367.624000,534.924000
324.172000,429.356000,322.716000,476.343000,321.607000,523.962000,320.981000,571.522000,273.189000,579.651000,294.685000,590.285000,317.865000,598.936000,341.596000,592.256000,362.839000,582.776000
327.278000,389.400000,325.972000,434.844000,325.074000,479.927000,324.363000,525.780000,276.576000,547.623000,299.057000,557.173000,322.268000,565.343000,346.596000,558.624000,368.535000,549.670000
323.756000,383.663000,323.770000,426.302000,324.079000,468.483000,324.241000,511.389000,277.351000,541.214000,298.737000,548.922000,320.440000,555.680000,342.724000,550.491000,362.554000,543.463000
333.326000,386.231000,333.065000,428.568000,333.089000,470.180000,333.230000,512.251000,286.574000,537.788000,309.744000,545.795000,332.600000,552.678000,355.569000,546.677000,376.607000,539.441000
348.900000,429.117000,346.525000,479.626000,344.355000,529.711000,342.445000,579.694000,297.676000,597.475000,319.082000,607.784000,341.406000,616.660000,365.655000,610.415000,387.600000,602.414000
